HC_ID,NAME_HIN,NAME_ENG,DISTRICT_ID,BLOCK_ID
0440383,उप स्‍वा केन्‍द्र बहतराई,SHC Bahtarai,40,04
0440384,उप स्‍वा केन्‍द्र लोखन्‍डी,SHC Lokhandi,40,04
0440385,उप स्‍वा केन्‍द्र घुटकु,SHC Ghutku,40,04
0440386,उप स्‍वा केन्‍द्र लेमर,SHC Lamer,40,04
0440387,उप स्‍वा केन्‍द्र भरारी,SHC Bharari,40,04
0440388,उप स्‍वा केन्‍द्र टाडा,SHC Tada,40,04
0440389,उप स्‍वा केन्‍द्र नेवरा,SHC Nevra,40,04
0440390,उप स्‍वा केन्‍द्र गनियारी,SHC Ganiyari,40,04
0440391,उप स्‍वा केन्‍द्र जरौंधा,SHC Jarondha,40,04
0440392,उप स्‍वा केन्‍द्र देवरी,SHC Devri,40,04
0440393,उप स्‍वा केन्‍द्र लाखासार,SHC Lakhasar,40,04
0440394,उप स्‍वा केन्‍द्र  मोछ,SHC Mochha,40,04
0440395,उप स्‍वा केन्‍द्र सागर,SHC Sagar,40,04
0440396,उप स्‍वा केन्‍द्र काठाकोनी,SHC Kathatkoni,40,04
0440397,उप स्‍वा केन्‍द्र सांवाताल,SHC Sanvatal,40,04
0440398,उप स्‍वा केन्‍द्र गिरधौना,SHC Girdhona,40,04
0440399,उ. स्वा. के. मझगाँव,SHC Majhagaon,40,03
0440400,उप स्‍वा केन्‍द्र पेण्‍डरी तालाब,SHC Pendri Talab,70,07
0440401,उप स्‍वा केन्‍द्र ढोलगी,SHC Dholgi,70,07
0440402,उप स्‍वा केन्‍द्र विचारपुर,SHC Vicharpur,70,07
0440403,उप स्‍वा केन्‍द्र गोडखाम्‍ही,SHC Gorh Khamhi,70,07
0440404,उ. स्वा. के.  मस्तूरी,SHC Masturi,40,02
0440405,उ. स्वा. के. किरारि,SHC Kirari,40,02
0440406,उ. स्वा. के. लिम्तरा,SHC Limtara,40,02
0440407,उप स्‍वा केन्‍द्र लौदा,SHC Lauda,70,06
0440408,उप स्‍वा केन्‍द्र जरेली,SHC Jareli,70,06
0440409,उप स्‍वा केन्‍द्र पुछैली,SHC Puchheli,70,06
0440410,उप स्‍वा केन्‍द्र पडियाईन,SHC Padiyain,70,06
0440411,उप स्‍वा केन्‍द्र धरदेई,SHC Dhardei,70,06
0440412,उप स्‍वा केन्‍द्र सिलदहा,SHC Sildaha,70,06
0440413,उप स्‍वा केन्‍द्र बदरा ब,SHC Badra (B.),70,06
0440414,उप स्‍वा केन्‍द्र बदरा ठ,SHC Badra (Th.),70,06
0440415,उप स्‍वा केन्‍द्र बिदबिदा,SHC Bidbida,70,06
0440416,मोढ़े,SHC MODHE,40,04
0440417,बेलसरी,SHC BELSARI,40,04
0440418,उप स्‍वा केन्‍द्र दोमुहानी,SHC Domuhani,40,01
0440419,उप स्‍वा केन्‍द्र मंगला,SHC Mangla,40,01
0440421,उप स्‍वा केन्‍द्र पौंसरा,SHC Pousara,40,01
0440422,उप स्‍वा केन्‍द्र देूवरीखुर्द,SHC Devrikhurda,40,01
0440427,उप स्‍वा केन्‍द्र किरना,Kirna,70,06
0440428,उप स्‍वा केन्‍द्र चंद्रखुरी,Chandrakhuri,70,06
0440429,उप स्‍वा केन्‍द्र सरगांव,Sargaon,70,06
0440430,उप स्‍वा केन्‍द्र पेन्‍ड्री स,Pendri (S.),70,06
0440431,उप स्‍वा केन्‍द्र नगपुरा,Nagpura,70,06
0440432,उप स्‍वा केन्‍द्र  जेवरा,Jewra,70,06
0440433,उप स्‍वा केन्‍द्र परसिया,Parsia,70,06
0440434,उप स्‍वा केन्‍द्र अंडा,Anda,70,06
0440435,उप स्‍वा केन्‍द्र अमोरा,Amora,70,06
0440436,उप स्‍वा केन्‍द्र कुकसदा,Kukusda,70,06
0440440,उप स्‍वा केन्‍द्र गतौरा,Gataura,40,02
0440441,उप स्‍वा केन्‍द्र दर्राभाठा,Darrabhatha,40,02
0440444,उप स्‍वा केन्‍द्र मानिकचौरी,Manikchauri,40,02
0440445,उप स्‍वा केन्‍द्र  खुरदुर,SHC Khurdur,40,03
0440447,उप स्‍वा केन्‍द्र खमहरिया,SHC Khamariya,40,02
0440448,उप स्‍वा केन्‍द्र सोन्‍ढी,SHC Sonthi,40,02
0440449,उप स्‍वा केन्‍द्र धनिया,SHC dhaniya,40,02
0440450,उप स्‍वा केन्‍द्र जुहली,SHC Juhali,40,02
0440451,उप स्‍वा केन्‍द्र कुकदा,SHC Kukda,40,02
0440452,उप स्‍वा केन्‍द्र निरतू,SHC Nirtu,40,02
0440453,उप स्‍वा केन्‍द्र पोंडी,SHC Pondi,40,02
0440454,उप स्‍वा केन्‍द्र भुरवाडीह,SHC Bharuwadih,40,02
0440455,उप स्‍वा केन्‍द्र गुडी,SHc Gudi,40,02
0440456,उप स्‍वा केन्‍द्र धनगवां,SHC Dhanganwa,40,02
0440457,उप स्‍वा केन्‍द्र सरसेनी,SHC Sarseni,40,02
0440458,उप स्‍वा केन्‍द्र कुन्‍टेला,SHC Kutela,40,02
0440459,उप स्‍वा केन्‍द्र अकोला,SHC Akola,40,02
0440460,उप स्‍वा केन्‍द्र कनई,SHc Kanai,40,02
0440461,उप स्‍वा केन्‍द्र पत्‍थरगरही,Pathargarhi,70,06
0440462,उप स्‍वा केन्‍द्र जगताकापा,Jagtakapa,70,06
0440463,उप स्‍वा केन्‍द्र भटगांव,Bhatgaon,70,06
0440464,उप स्‍वा केन्‍द्र छिन्‍दभोग,Chhindbhog,70,06
0440465,उप स्‍वा केन्‍द्र खैरवारखुर्द,SHC Kargikhurd,40,03
0440466,उप स्‍वा केन्‍द्र गोबरीपाट,SHC Gobripate,40,03
0440467,उप स्‍वा केन्‍द्र अमने,SHC Amne,40,03
0440468,उप स्‍वा केन्‍द्र पीपरतराई,SHC Pipertarai,40,03
0440469,उप सवा केन्‍द्र मडवाही,SHS Madwahi,76,10
0440470,उ. स्वा. के. तराईगाँव,SHC Taraigoan,76,09
0440471,उप स्‍वा केन्‍द्र उर्दबंध,SHC Udaiband,40,02
0440472,उप स्‍वा केन्‍द्र चिस्‍दा,SHC Chisda,40,02
0440473,उप स्‍वा केन्‍द्र कुकर्दीकेरा,SHC Kukurdikera,40,02
0440474,उप स्‍वा केन्‍द्र कोकडी,SHC Kokadi,40,02
0440475,उप स्‍वा केन्‍द्र बिल्‍हा,SHC Bilha,40,01
0440476,उप स्‍वा केन्‍द्र बोदरी,SHC Bodri,40,01
0440478,उ. स्वा. के. कोटा 'ए',SHC Kota 'A',40,03
0440479,उ. स्वा. के. कोटा 'बी',SHC Kota 'B',40,03
0440480,उ. स्वा. के. रतनपुर 'ए',SHC Ratanpur 'A',40,03
0440481,उ. स्वा. के. रतनपुर 'बी',SHC Ratanpur 'B',40,03
0440482,उप स्‍वा केन्‍द्र बेलगहना 'बी',SHC Belgahna  'B',40,03
0440483,उप स्‍वा केन्‍द्र बरपाली,SHC Barpali,40,03
0440484,उप स्‍वा केन्‍द्र मोहली,SHC Mohali,40,03
0440485,उप स्‍वा केन्‍द्र सारधा,SHC Sardha,70,07
0440486,उप स्‍वा केन्‍द्र चिल्फी,SHC Chilfi,70,07
0440487,उप स्‍वा केन्‍द्र सुकली,SHC Sukli,70,07
0440488,उप स्‍वा केन्‍द्र मरवाही,SHC Marwahi,76,10
0440489,उप स्‍वा केन्‍द्र खैरझिटी,SHC Khairjhiti,76,10
0440490,उप स्‍वा केन्‍द्र डोगरिया,SHC Dongariya,76,10
0440491,उप स्‍वा केन्‍द्र पथरिया,SHC Pathariya,70,06
0440492,उप स्‍वा केन्‍द्र टेडहाघौरा,SHC Tedhaghoraa,70,05
0440493,उप स्‍वा केन्‍द्र देवतरा(पण्डाकापा),SHC Devtara(Pandakapa),40,04
0440496,एसएचसी छतौना,SHC Chhatauna,40,03
0440497,पेंड्रा अ,Pendra A,76,08
0440498,पेंड्रा ब,Pendra B,76,08
0440499,एसएचसी तखतपुर अ,SHC Takhatpur  A,40,04
0440500,एसएचसी तखतपुर ब,SHC Takhatpur B,40,04
0440501,एसएचसी गौरेला अ,SHC Gourela A,76,09
0440502,एसएचसी गौरेला ब,SHC Gourela B,76,09
0440503,एस.एच.सी. करमा,SHC Karma,40,01
0441068,उप.स्‍वा.केन्‍द्र सरिया,SHC SARIA,81,04
0441069,उप.स्‍वा.केन्‍द्र जलगढ़,SHC-JALGARH,81,04
0441070,उप.स्‍वा.केन्‍द्र देवगांव,SHC DEOGAON,81,04
0441071,उप.स्‍वा.केन्‍द्र भठली,SHC-BHATHALI,81,04
0441072,उप.स्‍वा.केन्‍द्र लुकापारा,SHC LUKAPARA,81,04
0441073,उप.स्‍वा.केन्‍द्र सांकरा,SHC SANKRA,81,04
0441074,उप.स्‍वा.केन्‍द्र पंचधार,SHC PUNCHDHAR,81,04
0441075,उप.स्‍वा.केन्‍द्र लेंध्रा,SHC LENDHRA,81,04
0441076,उप.स्‍वा.केन्‍द्र हिर्री,SHC HIRREE,81,04
0441077,उप.स्‍वा.केन्‍द्र रिसोरा,SHC RISORA,81,04
0441078,उप.स्‍वा.केन्‍द्र तौसीर,SHC TAUSIR,81,04
0441079,उप.स्‍वा.केन्‍द्र कपरतुंगा,SHC KAPARTUNGA,81,04
0441080,उप.स्‍वा.केन्‍द्र हटटापाली,SHC HATTAPALI,81,04
0441081,उप.स्‍वा.केन्‍द्र बीजामाल,SHC BEEJAMAL,81,04
0441082,उप.स्‍वा.केन्‍द्र डोंगरीपाली,SHC DONGRIPALI,81,04
0441083,उप.स्‍वा.केन्‍द्र बनहर,SHC BANHAR,81,04
0441084,उप.स्‍वा.केन्‍द्र सोनबला,SHC SONBALA,81,04
0441085,उप.स्‍वा.केन्‍द्र परसकोल,SHC PARASKOL.,81,04
0441086,उप.स्‍वा.केन्‍द्र गौरडीह,SHC GAURDIH,81,04
0441087,उप.स्‍वा.केन्‍द्र झाल,SHC JHAL,81,04
0441088,उप.स्‍वा.केन्‍द्र जोंगनीपाली,SHC JOGANIPALI,81,04
0441089,उप.स्‍वा.केन्‍द्र बोंदा,SHC BONDA.,81,04
0441090,उप.स्‍वा.केन्‍द्र कटंगपाली,SHC KATANGPALI,81,04
0441091,उप.स्‍वा.केन्‍द्र बिलाईगढ्,SHC BILAIGARH.,81,04
0441092,उप.स्‍वा.केन्‍द्र साल्‍हेओना,SHC SALHEONA,81,04
0441093,उप.स्‍वा.केन्‍द्र गोबरसिंघा,SHC GOBARSINGHA,81,04
0441094,उप.स्‍वा.केन्‍द्र पिहरा,SHC PIHARA,81,04
0441095,उप.स्‍वा.केन्‍द्र बिंजकोट,SHC BINJKOT.,41,05
0441096,उप.स्‍वा.केन्‍द्र गुरदा,SHC GURDA,41,05
0441097,उप.स्‍वा.केन्‍द्र बरभौना,SHC BARBHAUNA,41,05
0441098,उप.स्‍वा.केन्‍द्र लोढाझर,SHC LODHAJHAR,41,05
0441100,उप.स्‍वा.केन्‍द्र भूपदेवपुर,SHC BHUPDEOPUR,41,05
0441101,उप.स्‍वा.केन्‍द्र टेमटेमा,SHC TEMTEMA,41,05
0441102,उप.स्‍वा.केन्‍द्र जैमुरा,SHC JAYMURA,41,05
0441103,उप.स्‍वा.केन्‍द्र सोण्‍डका,SHC SONDAKA,41,05
0441104,उप.स्‍वा.केन्‍द्र बसनाझर,SHC BASNAJHAR,41,05
0441116,उप.स्‍वा.केन्‍द्र सोनबरसा,SHC SONBARSA.,41,05
0441118,उप.स्‍वा.केन्‍द्र तुरेकेला,SHC TUREKELA,41,05
0441119,उप.स्‍वा.केन्‍द्र बकेली,SHC BAKELI,41,05
0441120,उप.स्‍वा.केन्‍द्र परसकोल,SHC PARASKOL,41,05
0441121,उप.स्‍वा.केन्‍द्र हालाहुली,SHC HALAHULI,41,05
0441122,उप स्‍वा.केन्‍द्र औरदा,SHC AURDA,41,05
0441123,उप.स्‍वा.केन्‍द्र सरवानी,SHC SARWANI.,41,05
0441124,उप.स्‍वा.केन्‍द्र बरगढ,SHC BARGARH,41,05
0441125,उप.स्‍वा.केन्‍द्र छोटे देवगांव,SHC CHHOTE DEOGAON,41,05
0441126,उप.स्‍वा.केन्‍द्र बोतल्‍दा,SHC BOTALDA,41,05
0441127,उप.स्‍वा.केन्‍द्र तिउर,SHC TIUR,41,05
0441128,उप.स्‍वा.केन्‍द्र नंदगांव,SHC NANDGAON,41,05
0441129,उप स्‍वा.केन्‍द्र बर्रा,SHC BARRA,41,05
0441130,उप.स्‍वा.केन्‍द्र गोरपार,SHC GORPAR,41,05
0441131,उप.स्‍वा.केन्‍द्र गांडापाली,SHC GANDAPALI,41,05
0441134,उप.स्‍वा.केन्‍द्र खडगांव,SHC KHADGAON,41,05
0441135,उप.स्‍वा.केन्‍द्र कुडूमकेला,SHC KUDUMKELA,41,06
0441136,उप.स्‍वा.केन्‍द्र कोसमघाट,SHC KOSAMGHAT,41,06
0441137,उप.स्‍वा.केन्‍द्र बरौद,SHC BAROUD,41,06
0441138,उप.स्‍वा.केन्‍द्र फगुरम,SHC FAGURAM.,41,06
0441139,उप.स्‍वा.केन्‍द्र कोनपारा,SHC KONPARA,41,06
0441140,उप.स्‍वा.केन्‍द्र चिमटापानी,SHC CHIMTAPANI,41,06
0441141,उप.स्‍वा.केन्‍द्र रायकेरा,SHC RAIKERA,41,06
0441142,उप.स्‍वा.केन्‍द्र बिच्‍छीनारा,SHC BICHCHHINARA,41,06
0441143,उप.स्‍वा.केन्‍द्र कमतरा,SHC KAMTARA,41,06
0441144,उप.स्‍वा.केन्‍द्र चिल्‍कागुडा,SHC CHILKAGUDA,41,06
0441145,उप.स्‍वा.केन्‍द्र टेण्‍डा नवापारा,SHC TENDA NAWAPARA,41,06
0441146,उप.स्‍वा.केन्‍द्र छोटेगुमडा,SHC CHHOTEGUMDA,41,06
0441147,उप.स्‍वा.केन्‍द्र बहिरकेला,SHC BAHIRKELA,41,06
0441148,उप.स्‍वा.केन्‍द्र घरघोडी,SHC GHARGHODI,41,06
0441149,उप.स्‍वा.केन्‍द्र मुडागांव,SHC MUDAGAON,41,08
0441150,उप.स्‍वा.केन्‍द्र बहामा,SHC BAHAMA,41,08
0441151,उप.स्‍वा.केन्‍द्र गहनाझरिया,SHC GAHANAJHARIA,41,08
0441152,उप.स्‍वा.केन्‍द्र कोड़ासिया,SHC KODASIYA,41,08
0441153,उप.स्‍वा.केन्‍द्र तारागढ़,SHC TARAGARH,41,08
0441154,उप.स्‍वा.केन्‍द्र रूपडेगा,SHC RUPDEGA,41,08
0441155,उप.स्‍वा.केन्‍द्र राजपुर,SHC RAJPUR,41,08
0441156,उप.स्‍वा.केन्‍द्र बगुडेगा,SHC BAGUDEGA,41,08
0441157,उप.स्‍वा.केन्‍द्र चोरंगा,SHC CHORANGA,41,08
0441158,उप.स्‍वा.केन्‍द्र सलखिया,SHC SALKHIYA,41,08
0441160,उप.स्‍वा.केन्‍द्र ढाप,SHC DHAP,41,08
0441161,उप.स्‍वा.केन्‍द्र पहाडलुड़ेग,SHC PAHADLUDEG,41,08
0441167,उप.स्‍वा.केन्‍द्र मुकडेगा,SHC MUKDEGA,41,08
0441168,उप.स्‍वा.केन्‍द्र करवारजोर,SHC KARWAJOR,41,08
0441169,उप.स्‍वा.केन्‍द्र सोनाजोरी,SHC SONAJORI,41,08
0441170,उप.स्‍वा.केन्‍द्र तोलमा,SHC TOLAMA,41,08
0441171,उप.स्‍वा.केन्‍द्र छातासराई,SHC CHHATASARAI,41,08
0441172,उप स्‍वा.केन्‍द्र भुईयांपानी,SHC BHUIYANPANI,41,08
0441173,उप.स्‍वा.केन्‍द्र लमडांड,SHC LAMDAND,41,08
0441180,उप.स्‍वा.केन्‍द्र केशला,SHC KESHALA,41,08
0441181,उप.स्‍वा.केन्‍द्र सुब्रा,SHC SUBARA,41,08
0441182,उप.स्‍वा.केन्‍द्र कुंजारा,SHC KUNJARA,41,08
0441183,उप.स्‍वा.केन्‍द्र पिपराही,SHC PIPRAHI,41,08
0441184,उप.स्‍वा.केन्‍द्र झगरपुर,SHC JHAGARPUR,41,08
0441185,उप.स्‍वा.केन्‍द्र भेड़ीमुड़ा,SHC BHEDIMUDA,41,08
0441186,उप.स्‍वा.केन्‍द्र गहिरा,SHC GAHIRA,41,08
0441187,उप.स्‍वा.केन्‍द्र लारीपानी,SHC LARIPANI,41,08
0441188,उप.स्‍वा.केन्‍द्र केनापारा,SHC KENAPARA,41,08
0441189,उप.स्‍वा.केन्‍द्र केराबहार,SHC KERABAHAR,41,08
0441190,उप.स्‍वा.केन्‍द्र चिंगारी,SHC CHINGARI,41,08
0441192,उप.स्‍वा.केन्‍द्र बनोरा,SHC BANORA,41,01
0441193,उप.स्‍वा.केन्‍द्र पतरापाली,SHC PATARAPALI,41,01
0441194,उप.स्‍वा.केन्‍द्र कोतरलिया,SHC KOTARLIYA,41,01
0441195,उप.स्‍वा.केन्‍द्र जुर्डडा,SHC JURDDA,41,01
0441196,उप.स्‍वा.केन्‍द्र बालसमुन्‍द,SHC BALSAMUND,41,01
0441197,उप.स्‍वा.केन्‍द्र कोलाईबहाल,SHC KOLAIBAHAL,41,01
0441198,उप.स्‍वा.केन्‍द्र कुकुर्दा,SHC KUKURDA,41,01
0441199,उप.स्‍वा.केन्‍द्र बेलरिया,SHC BELARIYA,41,01
0441200,उप.स्‍वा.केन्‍द्र कोयलंगा,SHC KOYLANGA,41,01
0441201,उप.स्‍वा.केन्‍द्र सपनई,SHC SAPNAI,41,01
0441202,उप.स्‍वा.केन्‍द्र नवरंगपुर,SHC NAURANGPUR,41,01
0441203,उप.स्‍वा.केन्‍द्र सहसपुरी,SHC SAHASPURI,41,01
0441204,उप.स्‍वा.केन्‍द्र कुल्‍बा,SHC KULBA,41,01
0441205,उप.स्‍वा.केन्‍द्र कोतरा,SHC KOTARA,41,01
0441206,उप.स्‍वा.केन्‍द्र तारापुर,SHC TARAPUR,41,01
0441207,उप.स्‍वा.केन्‍द्र नंदेली,SHC NANDELI.,41,01
0441215,उप.स्‍वा.केन्‍द्र किरोडीमल नगर,SHC KIRODIMAL NAGAR,41,01
0441216,उप.स्‍वा.केन्‍द्र खैरपुर,SHC KHAIRPUR,41,01
0441217,उप.स्‍वा.केन्‍द्र बघनपुर,SHC BAGHANPUR,41,01
0441219,उप.स्‍वा.केन्‍द्र कछार,SHC KACHHAR,41,01
0441220,उप.स्‍वा.केन्‍द्र परसदा,SHC PARSADA,41,01
0441222,उप.स्‍वा.केन्‍द्र सम्‍बलपुरी,SHC SAMBALPURI,41,01
0441223,उप.स्‍वा.केन्‍द्र गेरवानी,SHC GERWANI,41,01
0441224,उप.स्‍वा.केन्‍द्र रेगडा,SHC REGADA,41,01
0441225,उप.स्‍वा.केन्‍द्र तिलगा,SHC TILAGA,41,01
0441226,उप.स्‍वा.केन्‍द्र नटवरपुर,SHC NATWARPUR,41,01
0441227,उप.स्‍वा.केन्‍द्र टारपाली,SHC TARPALI,41,01
0441228,उप.स्‍वा.केन्‍द्र रेंगालपाली,SHC RENGALPALI,41,02
0441231,उप.स्‍वा.केन्‍द्र कठानी,SHC KATHANI,41,02
0441233,उप.स्‍वा.केन्‍द्र महलोई,SHC MAHALOI,41,02
0441234,उप.स्‍वा.केन्‍द्र गढउमरिया,SHC GARH UMARIA,41,02
0441235,उप.स्‍वा.केन्‍द्र नेतनागर,SHC NETNAGAR,41,02
0441236,उप.स्‍वा.केन्‍द्र बिंजकोट,SHC BINJKOT,41,02
0441240,उप.स्‍वा.केन्‍द्र कोंडतराई,SHC KONDATARAI,41,02
0441241,उप.स्‍वा.केन्‍द्र तेलीपाली,SHC TELIPALI,41,02
0441242,उप.स्‍वा.केन्‍द्र औरदा,SHC AURDA,41,02
0441243,उप.स्‍वा.केन्‍द्र छातामुरा,SHC CHHATAMURA,41,02
0441244,उप.स्‍वा.केन्‍द्र गोर्रा,SHC GORRA,41,02
0441245,उप.स्‍वा.केन्‍द्र खोखरा,SHC KHOKHARA.,41,02
0441246,उप.स्‍वा.केन्‍द्र रूचिदा,SHC RUCHIDA,41,02
0441247,उप.स्‍वा.केन्‍द्र नवापारा,SHC NAWAPARA,41,02
0441250,उप.स्‍वा.केन्‍द्र कोतमरा,SHC KOTMARA,41,02
0441251,उप.स्‍वा.केन्‍द्र जतरी,SHC JATARI,41,02
0441252,उप.स्‍वा.केन्‍द्र सूपा,SHC SOOPA,41,02
0441253,उप.स्‍वा.केन्‍द्र बुनगा,SHC BUNAGA,41,02
0441254,उप.स्‍वा.केन्‍द्र सिंगपुरी,SHC SINGPURI,41,02
0441255,उप.स्‍वा.केन्‍द्र टपरदा,SHC TAPARDA,41,02
0441256,उप.स्‍वा.केन्‍द्र कोसीर,SHC KOSIR,81,03
0441257,उप.स्‍वा.केन्‍द्र पा‍सीद,SHC PASID,81,03
0441258,उप.स्‍वा.केन्‍द्र लेंध्रा,SHC LENDHRA.,81,03
0441259,उप.स्‍वा.केन्‍द्र उच्‍चभीठी,SHC UCHHABHITTI,81,03
0441260,उप.स्‍वा.केन्‍द्र दहिदा,SHC DAHIDA,81,03
0441261,उप.स्‍वा.केन्‍द्र सालर,SHC SALAR,81,03
0441262,उप.स्‍वा.केन्‍द्र कनकबीरा,SHC KANAKBIRA,81,03
0441263,उप.स्‍वा.केन्‍द्र छातादेई,SHC CHHATADEI,81,03
0441264,उप.स्‍वा.केन्‍द्र टमटोरा,SHC TAMTORA,81,03
0441265,उप.स्‍वा.केन्‍द्र माधोपाली,SHC MADHOPALI,81,03
0441266,उप.स्‍वा.केन्‍द्र दानसरा,SHC DANSARA,81,03
0441267,उप.स्‍वा.केन्‍द्र टिमरलगा,SHC TIMARLAGA,81,03
0441268,उप.स्‍वा.केन्‍द्र हरदी,SHC HARDI.,81,03
0441272,उप.स्‍वा.केन्‍द्र उलखर,SHC ULKHAR,81,03
0441273,उप.स्‍वा.केन्‍द्र बरदुला,SHC BARDULA,81,03
0441274,उप.स्‍वा.केन्‍द्र भोथली,SHC BHOTHALI,81,03
0441278,उप.स्‍वा.केन्‍द्र सुलोनी,SHC SULONI,81,03
0441282,उप.स्‍वा.केन्‍द्र जशपुर,SHC JASHPUR,81,03
0441283,उप.स्‍वा.केन्‍द्र राबो,SHC RABO,41,07
0441284,उप.स्‍वा.केन्‍द्र गोढी,SHC GODHI,41,07
0441285,उप.स्‍वा.केन्‍द्र जरेकेला,SHC JAREKELA,41,07
0441286,उप.स्‍वा.केन्‍द्र देवगढ,SHC DEOGARH,41,07
0441287,उप.स्‍वा.केन्‍द्र सलिहाभाठा,SHC SALIHABHANTHA,41,07
0441288,उप.स्‍वा.केन्‍द्र जिवरी,SHC JIWARI,41,07
0441289,उप.स्‍वा.केन्‍द्र सामारूमा,SHC SAMARUMA,41,07
0441291,उप.स्‍वा.केन्‍द्र धौंराभाठा,SHC DHAURABHANTHA,41,07
0441292,उप.स्‍वा.केन्‍द्र नागरमुडा,SHC NAGARAMUDA,41,07
0441293,उप.स्‍वा.केन्‍द्र टांगरघाट,SHC TANGARGHAT,41,07
0441294,उप.स्‍वा.केन्‍द्र समकेरा,SHC SAMKERA,41,07
0441295,उप.स्‍वा.केन्‍द्र हमीरपुर,SHC HAMIRPUR,41,07
0441296,उप.स्‍वा.केन्‍द्र पडि़गांव,SHC PADIGAON.,41,07
0441297,उप स्‍वा.केन्‍द्र जोबरो,SHC JOBARO,41,07
0441298,उप.स्‍वा.केन्‍द्र उरबा,SHC URBA,41,07
0441299,उप.स्‍वा.केन्‍द्र जरीडिह,SHC JARIDIH,41,07
0441300,उप.स्‍वा.केन्‍द्र खर्रा,SHC KHARRA,41,07
0441301,उप.स्‍वा.केन्‍द्र खम्‍हरिया,SHC KHAMHARIA.,41,07
0441302,उप.स्‍वा.केन्‍द्र कोडकेला,SHC KODKELA,41,07
0441303,उप स्‍वा.केन्‍द्र कुंजेमुरा,SHC KUNJEMURA,41,07
0441304,उप.स्‍वा.केन्‍द्र छाल,SHC CHHAL,41,09
0441305,उप.स्‍वा.केन्‍द्र खेदापाली,SHC KHEDAPALI,41,09
0441306,उप.स्‍वा.केन्‍द्र चुहकीमार,SHC CHUHAKIMAR,41,09
0441307,उप.स्‍वा.केन्‍द्र कुडेकेला,SHC KUDEKELA,41,09
0441308,उप.स्‍वा.केन्‍द्र बोजिया,SHC BOJIYA,41,09
0441309,उप.स्‍वा.केन्‍द्र कटाईपाली'सी,SHC KATAIPALI-C,41,09
0441310,उप.स्‍वा.केन्‍द्र पुसल्‍दा,SHC PUSALDA,41,09
0441311,उप.स्‍वा.केन्‍द्र सिघींझाप,SHC SINGHIJHAP,41,09
0441312,उप.स्‍वा.केन्‍द्र हाटी,SHC HATI,41,09
0441313,उप.स्‍वा.केन्‍द्र पुरूंगा,SHC PURUNGA,41,09
0441314,उप.स्‍वा.केन्‍द्र मुनुन्‍द,SHC MUNUND,41,09
0441315,उप.स्‍वा.केन्‍द्र कीदा,SHC KEEDA,41,09
0441316,उप.स्‍वा.केन्‍द्र खडगांव,SHC KHADGAON,41,09
0441317,उप.स्‍वा.केन्‍द्र महाराजगंज,SHC MAHARAJGANJ,41,09
0441318,उप.स्‍वा.केन्‍द्र शाहपुर,SHC SHAHPUR,41,09
0441319,उप.स्‍वा.केन्‍द्र रूपुंगा,SHC RUPUNGA,41,09
0441320,उप.स्‍वा.केन्‍द्र बोरो,SHC BORO,41,09
0441321,उप.स्‍वा.केन्‍द्र जबगा,SHC JABAGA,41,09
0441322,उप.स्‍वा.केन्‍द्र बायसी,SHC BAYASI,41,09
0441323,उप.स्‍वा.केन्‍द्र गेरसा,SHC GERSA,41,09
0441324,उप.स्‍वा.केन्‍द्र नवागांव,SHC NAWAGAON,41,09
0441325,उप.स्‍वा.केन्‍द्र ओंगना,SHC ONGANA,41,09
0441326,उप.स्‍वा.केन्‍द्र तराईमार,SHC TARAIMAR,41,09
0441327,उप.स्‍वा.केन्‍द्र खम्‍हार,SHC KHAMHAR,41,09
0441328,उप.स्‍वा.केन्‍द्र लक्ष्‍मीपुर,SHC LAXMIPUR,41,09
0441329,उप.स्‍वा.केन्‍द्र मिरीगुडा,SHC MIREEGUDA,41,09
0441330,उप.स्‍वा.केन्‍द्र ठिर्रीआमा,SHC THIRRIAMA,41,09
0441332,उप.स्‍वा.केन्‍द्र चाल्‍हा,SHC CHALHA,41,09
0441333,उप.स्‍वा.केन्‍द्र पेलमा,SHC PELMA,41,09
0441334,उप.स्‍वा.केन्‍द्र इंचपारा,SHC INCHPARA,41,09
0441335,उप.स्‍वा.केन्‍द्र कापू,SHC KAPOO,41,09
0441336,उप.स्‍वा.केन्‍द्र अलोला,SHC ALOLA,41,09
0441337,उप.स्‍वा.केन्‍द्र कंडरजा,SHC KUNDARJA,41,09
0441338,उप.स्‍वा.केन्‍द्र रतनपुर,SHC RATANPUR,41,09
0441339,उप.स्‍वा.केन्‍द्र परसा,SHC PARSA,41,09
0441340,उप.स्‍वा.केन्‍द्र पखनाकोट,SHC PAKHANAKOT,41,09
0441341,उप.स्‍वा.केन्‍द्र सुपकालो,SHC SUPKALO,41,09
0441342,उप.स्‍वा.केन्‍द्र कमराई,SHC KAMARAI,41,09
0441343,उप.स्‍वा.केन्‍द्र कुमरता,SHC KUMARTA,41,09
0441344,उप.स्‍वा.केन्‍द्र ससकोबा,SHC SASKOBA,41,09
0441345,उप.स्‍वा.केन्‍द्र रैरूमा,SHC RAIRUMA,41,09
0441346,उप.स्‍वा.केन्‍द्र तालगांव,SHC TALGAON,41,09
0441347,उप.स्‍वा.केन्‍द्र पाराघाटी,SHC PARAGHATI,41,09
0441348,उप.स्‍वा.केन्‍द्र ठाकुरपोढी,SHC THAKURPODI,41,09
